ID,Embedding,Document,Metadata
199,"[ 0.41832456  0.1594559   0.42221528 ... -0.0531816  -0.2769627
  0.40412188]","collection of demographic data. Adds a section to the 
Farm Credit Act of 1971 that (a) FCA is the sole 
regulator of FCS; (b) the definition of small farmer  shall 
be as defined pursuant to 12 U.S.C. §2207 (currently,  
farm sales less than  $250,000 ); and (c) that FCS shall 
collect and report information voluntarily submitted by 
borrowers about their race, sex, and ethnicity. (§5503)  
Qualified loan s. For Farmer Mac, a s econdary market 
for agricultural loans, part of the definition of qualified 
loans includes t he portion of loan s that are guaranteed 
by USDA under the Consolidated Farm and Rural 
Development Act (ConAct ; P.L. 87 -128). (12 U.S.C. 
§2279aa(7)(B))  Expands the Farmer Mac charter to include the portion 
of loans guaranteed by the Rural Energy for America 
Program. (§5504)  
Standards for qualified loans. Requires Farmer Mac, 
under the supervision of FCA, to establish standards 
for qualified loans that meet the quality standards of 
mortgage investors. (12 U.S.C. §2279aa–8(a)(3) ) Replaces the term mortgage investors  with investors in 
those types of loans  to reflect private institutional 
investors . (See also §5507(t) regarding the paragraph 
heading.) (§5505)  
Subtitle E – Miscellaneous, Farm Service Agency  
State agricultural loan m ediation programs.  
Provides grants of up to $500,000 to states that 
operate agricultural loan m ediation programs that 
resolve disputes. Authorizes appropriations of $7.5 
million annually through FY2024. (7 U.S.C. §§5101 -
5106 ; P.L. 118 -22) Adds tribes to the definition  of eligible states . Increases 
the maximum grant amount from $500,000 to 
$700,000. Allows states to carry over up to 25% of 
unobligated amounts. Reauthorizes appropriations at 
current levels through FY2029. (§5506)",
200,"[ 7.41372555e-02 -1.19087651e-01  5.54677308e-01 ...  1.22617930e-04
 -9.48030204e-02 -7.18680769e-02]","$700,000. Allows states to carry over up to 25% of 
unobligated amounts. Reauthorizes appropriations at 
current levels through FY2029. (§5506)  
Subtitle E – Miscellaneous, Technical Co rrections  
County committees. The ConAct makes references 
to the involvement of county committees in the 
process of making and guaranteeing USDA farm loans, 
such as for prompt approval (7 U.S.C. 
§1983a(a)(2)(B)(vi)) , conflicts of interest (7 U.S.C. 
§1986) , certification of loan guarantees (7 U.S.C. 
§1989) , and requirements for borrower training 
(7 U.S.C. §2006a(c)(1)) . Eliminate s outdated reference s to county committees 
for processes in which they are no longer involved . 
(§5507(a))  
Loan assessments. Require s USDA direct farm loans 
to be reviewed annually and guaranteed loans to be 
reviewed periodically to assess the progress in meeting 
the goals of the farm or ranch. (7 U.S.C. 
§2006b(d)(1))  Revises the assessment interval  for direct loans  to 
periodically as determined by USDA . (§5507(b))",
201,"[-0.39331183 -0.02634159  0.08070553 ...  0.18474181 -0.01778181
 -0.21243066]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 78]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   74 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Outdated agency names. Numerous places in the 
ConAct refer to the Farmers Home Administration, 
Rural Development Agency, Rural Development 
Administration, and Rural Electrification Administration. 
(7 U.S.C. §§1928, 1929, 1981, 1981a, 1983a, 
1985, 1988, 1995, 1997, 2001a, 2004, 2006c, 
2008e)  Amends provisions to replace outdated names with 
Farm Service Agency, Rural Development, or Rural 
Utilities Service. (§5507(c))  
Sale of acquired property. For farm property 
acqui red by USDA during loan servicing  (such as 
through foreclosure) , sets the interval for USDA to 
advertise the property to 15 days and for sale  to occur  
not later than 135 days after acquisition.  (7 U.S.C. 
§1985(c)(1))  Extends the interval to 60 days for USDA to advertis e 
property and for sale to occur not later than 180 days 
after acquisition. (§5507(d))  
Inventory property disposition. Sets terms for 
USDA to dispose of loan inventory property. 
(7 U.S.C. §1981(b)(1) ; 7 U.S.C. §1985(f))  Strikes outdated langu age about contracting for 
inventory disposal  and resolving security interests . 
(§5507(e))  
District Office s. The ConAct refers to “District 
Offices.” (7 U.S.C. §1983a(a)(2)(B))  Replace s reference s to “District Office”  with “District 
Director .” (§5507(f))  
Definition of United States and State. Includes the 
states, Commonwealth of Puerto Rico, U.S. Virgin 
Islands, Guam, American Samoa, Commonwealth of the",
202,"[ 0.307502    0.20238093  0.25297308 ... -0.18942173 -0.07458557
  0.44424081]","Definition of United States and State. Includes the 
states, Commonwealth of Puerto Rico, U.S. Virgin 
Islands, Guam, American Samoa, Commonwealth of the 
Northern Mariana Islands, and the Trust Territory of 
the Pacific Islands. (7 U.S.C. §1991(a)(6 )) Corrects outdated reference to Trust Territories of 
the Pacific Islands by specifying “ Federated States of 
Micronesia, the Republic of Palau, and the Republic of 
the Marshall Islands .” (§5507(g))  
Definition of farmer program loan . Includes farm 
ownersh ip loans, farm operating loans, soil and water 
loans, and emergency loans. (7 U.S.C. §1991(a)( 10)) Adds conservation loans to the list of loan programs 
after 2008 and adds a sunset date for soil and water 
loans before 2008. (§5507(h))  
Definition of qualified beginning farmer or 
rancher . Sets criteria for being considered a beginning 
farmer to those farmers operating less than 10 years, 
to business entities with certain organization 
structures, and for “material participation” in the 
operation of the farms, among other criteria. 
(7 U.S.C. §1991(a)(11)(C))  Removes wording that requires entities have individuals 
who are related “by blood or marriage” and replaces it 
with “qualified beginning farmers .” (§5507(i))  
Purpose of loans. Includes references to specific 
conservation loan practices. (7 U.S.C. 
§§1923(a) (1)(D) and (2)(D), §1934 ) Updates provision s to more generally refer to 
conservation practices.  (§5507(j))  
Debt restructuring and loan servicing. Requires 
using registered or certified mail for noti ces of 
ineligibility.  (7 U.S.C. §2001(i)(1)) . Limits the amount 
of lifetime debt forgiveness per borrower to $300,000.  
(7 U.S.C. §2001(o)) Allows any method of notification that provides 
documentation of delivery. Raises the lifetime limit for",
203,"[-0.53631705  0.17531529 -0.03564961 ... -0.3925893  -0.26105753
  0.18437994]","of lifetime debt forgiveness per borrower to $300,000.  
(7 U.S.C. §2001(o)) Allows any method of notification that provides 
documentation of delivery. Raises the lifetime limit for 
debt forgiveness to $600,000. (§5507(k))  
Water and waste facility loans and grants. 
Requires USDA to use the Soil Conservation Service in 
providing te chnical assistance to applicants.  (7 U.S.C. 
§1926(a)(13))  Updates the agency reference to the Natural Resources 
Conservation Service . (§5507(l))",
204,"[ 0.10740209  0.09203984  0.14732741 ...  0.07938965  0.00081953
 -0.02223367]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 79]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   75 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Interest rate s. Sets the interest rate to be not less 
than 5% and not more than one -half of the yield on 
five-year Treasuries plus up to 1% for direct loans in 
the low-income farm ownership loan program  
(7 U.S.C. §1927(a)(3)(B) ) and for microloans for 
beginning farmers and ranchers or veteran farmers and 
for other direct operating loans to low -income limited 
resou rce borrowers. (7 U.S.C. §1946(a)(2 ))  Sets the interest rate at the  smaller of 5% or the 
interest rate for direct farm ownership loans.  
(§5507(m))  
Reference to down payment loans.  A heading 
“Beginning farmer loans ” provides a 95% loan guarantee 
to beginning, socially disadvantaged, and veteran 
farmers and ranchers. (7 U.S.C. §1929(h)(6))  Strikes, in the inconsistent heading, “Beginning farmer 
loans” and inserts “Down payment loan program 
participant.” (§5507(n))  
Private reserve for family living expenses . 
Permits up to the smaller of 10% or $5,000 of an 
operating loan to be reserved for family living expenses. 
(7 U.S.C. §1942(d))  Eliminate s specific authority for a private reserve  
account . (Family living expenses a re allowed in the 
general purposes of loans in 7 U.S.C. §1942(a) ). 
(§5507(o))  
Graduation of borrowers to private credit. 
Requires USDA to have a plan to help borrowers 
develop their borrowing capacity so as to not need 
USDA loans and be able to obtain com mercial credit.",
205,"[-0.01570394  0.00887075  0.47917587 ... -0.32349503  0.103674
  0.22735292]","Graduation of borrowers to private credit. 
Requires USDA to have a plan to help borrowers 
develop their borrowing capacity so as to not need 
USDA loans and be able to obtain com mercial credit. 
(7 U.S.C. §1949)  Eliminates reference s to loan guarantees in the 
graduation requirement , since guaranteed loans no 
longer have term limits in other farm loan provisions.  
(§5507(p))  
Long -term cost projection, low -income limited 
resource requirement. Requires USDA to develop 
three -year projections of the loans beginning in 1983. 
Requires 25% of loans be for low -income limited 
resource borrowers and that USDA inform borrowers 
of such pr ovisions. (7 U.S.C. §§1994 (c) and (d) ) Eliminates the requirement for cost projections. 
Eliminates  the set-aside for low -income limited 
resource borrowers; such priorities are expressed in 
other provisions.  (§5507(q))  
Appeals.  Provides an appeals process for homestead 
protection (7 U.S.C. §2000(c)(3))  and debt 
restructuring  (7 U.S.C. §2001(h) and (j)) . Deletes an obsolete reference to a repealed appeals 
provision and inserts updated references.  (§5507(r))  
Farmer loan pilot projects.  Constrains loan pilot 
projects to those that are consistent with subchapter A 
(real estate loans).  (7 U.S.C. §1983d(a))  Eliminates the constraint  to subchapter A . (§5507(s))  
Standards for qualified loans; mortgage loans. 
Directs Farmer Mac to establish standards for qualified 
loans. (12 U.S.C. §2279aa–8(a)(3))  Changes the heading from “Mortgage loans” to “Loan 
quality.”  (§5507(t))",
206,"[-0.0478437  -0.14088395 -0.48562643 ...  0.28750649  0.16907597
  0.29994151]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 80]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   76 T able 7. Title VI, Rural Development  
Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Subtitle A – Improving Health Outcomes in Rural America  
Combating substance use disorder in rural 
America; prioritizations. The 2018 farm bill ( P.L. 
115-334) prioritizes funding for substance use disorder 
projects for the Distan ce Learning and Telemedicine 
Program, Community Facilities Direct Loan and Grant 
Program, and Rural Health and Safety Education 
Programs through FY2024. (P.L. 115 -334; §6101(a))  Expands prioritization to projects that provide mental 
health, behavioral health, and maternal health services 
for the Distance Learning and Telemedicine Program 
and Community Facilities Direct Loan and Grant 
Program. Extends prioritization throu gh FY2026.  
(§6101)  
Telemedicine and distance learning in rural 
areas.  Authorizes appropriations of $82 million 
annually  through FY2024.  (7 U.S.C.  §950aaa -5; P.L. 
118-22) Extends authorization of appropriations through 
FY2029 and  makes appropriations available for two 
fiscal years after the fiscal year when funding was 
appropriated.  (§6102) 
Subtitle B – Connecting Rural Americans to High -Speed Broadband  
Access to broadband telecommunications 
services in rural areas.  Authorizes the Rural 
Broadband Program to issue grants, loans, and loan 
guarantees for facilities and equipment to deploy 
broadband in rural areas.  USDA determines the type of 
broadband technology that can be used to deliver 
broadband. Eligible service areas are areas where at 
least 50% of the households do not have broadband 
service at speeds of at least 25/3 megabits per second 
(Mbps). USDA sets the broadband buildout speed,",
207,"[-0.43997806  0.12520248 -0.7519533  ... -0.27081907 -0.02317987
  0.34090126]","least 50% of the households do not have broadband 
service at speeds of at least 25/3 megabits per second 
(Mbps). USDA sets the broadband buildout speed, 
which is based on the lengt h of the project. Authorizes 
appropriations of $350 million annually through 
FY2024, to remain available until expended. Terminates 
authority for the program on September 30, 2023.  
(7 U.S.C.  §950bb; P.L. 118 -22) ReConnect Rural Broadband Program.  Combines 
the Rural Broadband Program with the ReConnect 
Pilot Program and names it the ReConnect Rural 
Broadband Program. Authorizes the new program to 
make grants, loans, and loan guarantees to deploy 
broadband service to rural communities. Allows USDA 
to require a cost -share of up to 10% of the amount of 
grant, loan, or loan guarantee. Eligible service areas are 
areas where at least 75% of the hous eholds do not 
have broadband service at speeds of at least 50/25 
Mbps. Sets broadband buildout speeds based o n the 
project term, with longer lasting projects  being 
required to provide higher broadband speeds to the 
proposed service area. Reauthoriz es appropriations at 
current levels through  FY2029. Extends program 
authority through September 30, 2029. (§6201) 
ReConnect Program.  The Consolidated 
Appropriations Act, 2018  (P.L. 115 -141), established 
the ReConnect Program, a broadband loan and grant 
pilot program to deploy broadband t o rural 
communities. (P.L. 115 -141, §779) Sunsets the ReConnect Program 270 days after 
enactment.  Allows 1% of the unobligated funding from 
the ReConnect Program to be used to transition this 
program into the ReConnect Rural Broadband 
Program. Transfers any unobligated funding from the 
old program to the new program. (§6201) 
Expansion of middle mile infrastructure into 
rural areas. Authorizes appropriations of $10 million",
208,"[-0.02056889 -0.05445591 -0.57132161 ... -0.49884772  0.12084557
  0.35514173]","Program. Transfers any unobligated funding from the 
old program to the new program. (§6201) 
Expansion of middle mile infrastructure into 
rural areas. Authorizes appropriations of $10 million 
annually through FY2024.  (7 U.S.C.  §950bb -1(g); 
P.L. 118 -22) Reauthoriz es appropriations at current levels through 
FY2029.  (§6202) 
Innovative Broadband Enhancement Program. 
Authorizes the program to make grants, loans, and 
loan-grant combinations for demonstration projects 
that decrease the cost of broadband deployment and 
increase broadband speeds in rural areas. Authorizes 
appropriations of $10 million annually through FY2024.  
(7 U.S.C.  §950bb -2; P.L. 118 -22) Creates program g uidelines for terrestrial and satellite 
projects. Authorizes grants and loans for terrestrial 
broadband projects that decrease the cost of 
broadband deployment and increase broadband speeds 
in rural areas. Authorizes grants for satellite broadband 
projects  that reduce or eliminate costs associated with 
the purchase or installation of satellite broadband 
equipment for consumers living in remote areas. 
Reauthorizes appropriations at current levels through 
FY2029. (§6203)",
209,"[-0.42201155 -0.04281793 -0.57176679 ... -0.06487007 -0.12319855
  0.07016453]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 81]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   77 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Community Connect G rant Program.  Sets eligible 
service areas to those with households without 
broadband service at speeds of at least 10/1 Mbps. 
Requires USDA to set the broadband buildout speed  
but states that speeds cannot be less than the minimum 
broadband speed established by the Federal 
Communications Commission (FCC) for “advanced 
telecommunications capability.” Authorizes 
appropriations of $50 million annually through FY2024.  
(7 U.S.C.  §950bb-3; P.L. 118 -22) Sets eligible service areas to those with households 
without broadband service at speeds of at least 25/3 
Mbps. Sets the broadband buildout speed to be five 
times the minimum broadband speeds , initially set at 
50/25 Mbps. Reauthorizes appropriations at current 
levels through FY2029. (§6204) 
No comparable provision.  Rate regulation.  Prohibits USDA from regulating 
rates charged for broadband service. (§6205 ) 
Public notice, assessment, and reporting 
requirements. Requires USDA to make publicly 
available a database of applications submitted for 
projects currently receiving funding or seeking funding 
from USDA broadband programs. Allows service 
providers to di spute applicants’ assertations of lack of 
service in proposed service areas. (7 U.S.C. §950cc)  Public notice, assessment, technical assistance, 
and reporting requirements. Renames  the section 
heading. Requires USDA to validate information 
provided by service providers in response to 
applications for USDA broadband programs being 
posted publicly. Requires USDA to use FCC’s national 
broadband map to confirm the eligibility of proposed 
service areas in applications for USD A rural broadband 
programs. (§6206)  
No comparable provision.  Broadband Technical Assistance Program. 
Establishes the program to make grants to eligible",
210,"[-0.27843848 -0.40437096 -0.46865532 ... -0.54691839 -0.27474722
  0.04126399]","service areas in applications for USD A rural broadband 
programs. (§6206)  
No comparable provision.  Broadband Technical Assistance Program. 
Establishes the program to make grants to eligible 
entities to provide technical assistance and training to 
rural communities to improve access to USDA 
broadband programs. Authorizes USDA to make grants 
to eligible entities to collect broadband service data. 
(§6206)  
Rural broadband access. Authorizes USDA rural 
broadband programs.  (7 U.S.C. § §950bb et seq.)  Prohibits USDA from funding applications for USDA  
broadband programs if an applicant has received federal 
or state broadband program funding to provide 
broadband service to the proposed service area within 
the last five years  at broadband speeds of at least 
100/20 Mbps . (§6207)",
211,"[ 0.25940651  0.16470867 -0.47139874 ... -0.24728684  0.37976736
 -0.13146421]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 82]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   78 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Subtitle C – Miscellaneous   
Rural Energy Savings Program.  Specifies eligible 
applicants for the program to include any public power 
districts, public utility districts, or electric cooperatives 
that borrowed and repaid, prepaid, or are currently 
paying an electric loan made or guaranteed by the Rural 
Utilities Service (RUS) or other RUS borrowers. 
Authorizes USDA to make loans to eligible entities that 
agree to use the loan funds to make sub -loans to 
qualified consumers for energy efficiency measures, 
including structural improvements and investments in 
technologies that increase energy efficiency. Authorizes 
appropriations of $75 million annually through FY2024.  
(7 U.S.C. §8107a ; P.L. 118 -22) Requires that applicants continue to serve rural areas 
(i.e., areas with 50,000 or fewer people and not 
adjacent to an area with more than 50,000 people). 
Expands eligible applicants to include federally 
recognized tribes and public, quas i-public, and nonprofit 
entities. Prioritizes funding to eligible entities when at 
least 80% of their customers live in rural areas. 
Authorizes the program to make grants in addition to 
loans. Adds the replacement of manufactured homes or 
large appliances to the energy efficiency measures that 
can be implemented using sub -loans if the replacement 
results in cost -effective energy savings. Allows grants to 
be used (1) to pay a portion of the costs to make 
repairs to certain properties of the qualified consume rs 
to facilitate energy efficiency measures and (2) to 
provide technical assistance, outreach, and training. 
Allows eligible entities to make sub -loans to qualified 
consumers not located in rural areas.  Reauthorizes 
appropriations at current levels through  FY2029. 
(§6301)",
212,"[ 0.23282658  0.26011932 -0.08783469 ... -0.21557152 -0.25189316
  0.30382723]","Allows eligible entities to make sub -loans to qualified 
consumers not located in rural areas.  Reauthorizes 
appropriations at current levels through  FY2029. 
(§6301) 
State Capacity Building Grant Program. 
Authorizes appropriations of $5 million annually 
through FY2024. (40 U.S.C. §15501 note; P.L. 118 -
22) Reauthorizes appropriations at current levels through 
FY2029. (§6302(a))  
Regional commissions.  Authorizes appropriations of 
$33 million annually through FY2024 f or the Southeast 
Crescent Regional Commission, Southwest Border 
Regional Commission, Northern Border Regional 
Commission, and Great Lakes Authority.  (40 U.S.C. 
§15751(a); P.L. 118 -22) Reauthorizes appropriations at current levels through 
FY2029.  (§6302(b))  
No comparable provision.  Promoting precision agriculture.  Requires USDA 
to develop “volu ntary, consensus -based, private sector -
led interconnectivity standards, guidelines, and best 
practices” for precision agriculture in consultation with 
the National Institute of Standards and Technology and 
FCC. Requires a Government Accountability Office 
report to Congress assessing the standards one year 
after the development of the standards and every two 
years thereafter. (§6303)  
Assistance to rural entities. Authorizes several 
USDA business development programs that make 
loans, insure loans, guarantee loans, and make grants to 
support rural businesses and rural economic 
development.  (7 U.S.C. §1932)   Food supply chain capacity and resilience 
guaranteed loans. Authorizes  a new USDA program 
to make business and industry guaranteed loans for 
startup or exp ansion projects that increase the capacity 
of the U.S. food supply chain to aggregate, process, 
manufacture, store, transport, wholesale, or distribute 
food, agricultural products, or agricultural inputs. Caps 
the maximum loan at $40 million. Reserves, until April 
1 of each year, up to 5% of funding provided annually",
213,[0.16144046 0.13839494 0.26879889 ... 0.16699332 0.53485137 0.39574674],"food, agricultural products, or agricultural inputs. Caps 
the maximum loan at $40 million. Reserves, until April 
1 of each year, up to 5% of funding provided annually 
for loans, i nsured loans, and loan guarantees to support 
private business enterprises in rural areas. (§630 4)",
214,"[ 0.29177585 -0.03006868 -0.46519846 ... -0.27146173  0.79020232
 -0.02927487]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 83]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   79 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
No comparable provision.  New, mobile, and expanded meat processing 
and rendering grants.  Authorizes USDA to make 
grants to enhance meat processing and rende ring 
capacities. Sets the maximum grant amount at $500,000 
for a term of up to three years. Grants of $100,000 or 
less can cover 90% of the project costs. Grants of more 
than $100,000 can cover 75% of the project costs. 
Authorizes appropriations of $3 mill ion annually 
through FY2029. (§630 5) 
No comparable provision.   Expanding  Childcare in Rural America Initiative.  
Authorizes the initiative to prioritize funding for certain 
USDA Rural Development (RD) loan and grant 
programs for rural child care projects t hrough FY2027. 
Identifies the following programs for prioritized funding: 
the Community Facilities Loan and Grant Program, 
Business and Industry Loan Guarantee Program, Rural 
Microentrepreneur Assistance Program, and 
Intermediary Relending Program. Require s a USDA 
report to Congress evaluating the effectiveness of the 
initiative within four years of the date of enactment. 
(§630 6) 
No comparable provision.  Technical assistance for geographically 
underserved and distressed areas. Requires USDA, 
directly or through a cooperative agreement, to 
provide technical assistance to help geographically 
underserved and distressed areas better access USDA 
programs. Requires an annual USDA report to 
Congress and the public evaluat ing how the te chnical 
assistance has helped the targeted areas. (§6307)  
No comparable provision.  Rural Development Innovation Center.  
Establishes the center to review the processes for 
administering USDA RD programs and identifying 
redundancies and inefficiencies. Dire cts the center to 
develop a modernization plan that provides strategies",
215,"[-0.51941329 -0.48254979  0.07694647 ... -0.27999535  0.08954799
 -0.0750035 ]","Establishes the center to review the processes for 
administering USDA RD programs and identifying 
redundancies and inefficiencies. Dire cts the center to 
develop a modernization plan that provides strategies 
to increase the efficiency, transparency, and access to 
RD programs. Requires an annual USDA report to 
Congress on the impact of the center. (§630 8) 
Rural Health Liaison. Establishes the position of 
rural health liaison at USDA and  requires the position 
to coordinate activities across USDA agencies involving 
rural health, as well as to liaise with other federal 
agencies on rural health issues.  (7 U.S.C. §6946)  Requires the rural health  liaison to coordinate with the 
National Institute of Food and Agriculture (NIFA) to 
implement the Farm and Ranch Stress Assistance 
Network. Requires an annual USDA report to 
Congress on the activities completed by the liaison. 
(§630 9)",
216,"[-0.06858455 -0.14100264 -0.01085455 ... -0.121441    0.02612676
  0.15046473]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 84]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   80 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Precision Agricultu re Task Force. The 2018 farm 
bill establishes the Task Force for Reviewing the 
Connectivity and Technology Needs of Precision 
Agriculture in the United States. The task force is to 
identify and measure the gaps in broadband access on 
agricultural lands, de velop policy recommendations to 
promote deployment of broadband to at least 95% of 
agricultural land in the United States by 2025, and 
promote policies and regulations that encourage the 
adoption of broadband use on farms and ranches. 
Terminates the task f orce on January 1, 2025.  (P.L. 
115-334, §12511(b))  Requires the task force to evaluate international 
standards and guidelines for precision agriculture 
policies, recommend which of the international 
standards and guidelines should be implemented in the 
United States, and review the competitive advantage 
and security risks of the use of precision agriculture 
technologies by foreign governments or state -
sponsored entities. Extends the task force through 
January 1, 2026. (§6310)  
Subtitle D – Additional Amendments to the Consolidated Farm and Rural Developmen t Act  
Revolving funds for financing water and 
wastewater projects. Authorizes appropriations of 
$15 million annually  through FY2024. (7 U.S.C. 
§1926(a)(2)(B)(vii); P.L. 118 -22) Reauthorizes appropriations at current levels through 
FY2029. (§6401 ) 
Rural Water and Wastewater Circuit Rider 
Program. Authorizes a national rural water and 
wastewater circuit rider program consistent with  
activities the program conducted before February 7, 
2014 (as determined by USDA ). Authorizes 
appropriations of $25 million annually  through FY2024.",
217,"[ 0.45811847  0.35008061 -0.13473706 ... -0.30330068 -0.07463917
  0.22955763]","wastewater circuit rider program consistent with  
activities the program conducted before February 7, 
2014 (as determined by USDA ). Authorizes 
appropriations of $25 million annually  through FY2024.  
(7 U.S.C. §1926(a)(22 ); P.L. 118 -22) Codifies the technical assistance activities of the Circuit 
Rider Program. Requires the program to provide 
technical assistance to U.S. territories and Freely 
Associated States, in addition to the 50 U.S. states. 
Allows up to 5% of each award to be used to  purchase 
or reimburse the rental costs of emergency equipment. 
Reauthorizes appropriations at current levels through 
FY2029. (§6402) 
Water and waste facility loans and grants. 
Authorizes USDA to issue loans and insure loans to 
support water systems, wast e disposal systems, and 
community facilities in rural areas.  (7 U.S.C. 
§1926(a))  Zero and low interest loans for distressed water 
systems.  Authorizes USDA  to modify or waive some 
of the requirements for certain USDA water and waste 
disposal programs for di stressed rural communities. 
Allows USDA to  make 0% or 1% interest loans, forgive 
the principal or interest or modify terms of new or 
existing loan s, or waive any required fees required for 
eligible rural communities. (§6403)  
Tribal college and university essential 
community facilities. Authorizes appropriations of 
$10 million annually  through FY2024. (7 U.S.C. 
§1926(a)(25)(C); P.L. 118 -22) Reauthorizes appropriations at curr ent levels through 
FY2029. (§640 4) 
Emergency and Imminent Community Water 
Assistance Grant Program. Authorizes 
appropriations of $50 million annually  through FY2024. 
(7 U.S.C. §1926a(i)(2); P.L. 118 -22) Reauthorizes appropriations at current levels through 
FY2029.  (§640 5) 
Water systems for rural and Native villages in 
Alaska. Authorizes appropriations of $30 mil lion",
218,"[ 0.14283895  0.75051391  0.26204705 ... -0.42899892 -0.02837886
 -0.21464902]","FY2029.  (§640 5) 
Water systems for rural and Native villages in 
Alaska. Authorizes appropriations of $30 mil lion 
annually  through FY2024. (7 U.S.C. §1926d(d)(1); 
P.L. 118 -22) Reauthorizes appropriations at current levels through 
FY2029.  (§640 6)",
219,"[ 0.06097456  0.23657148 -0.40841982 ... -0.30566287 -0.05927602
  0.22398432]","[Extract from Farm_Bill_PDF_20241107_202042.pdf - Page 85]
The 2024 Farm Bill: H.R. 8467 Compared with Current Law  
 
Congressional Research Service   81 Current Law/Policy  H.R. 8467  as Ordered Reported by the 
Committee  
Rural decentralized water systems.  Authorizes 
grants to nonprofit organizations so that they can 
provide loans and subgrants to eligible individuals to 
construct, refurbish, and service household water well 
systems and septic systems. Defines an eligible individual  
as a member of a  household , where the members have 
a combined income that is not more than 60% of the 
median nonmetropolitan household income of the state 
or territory where the individual lives. Sets the  
maximum subgrant or loan amount at $15,000. 
Authorizes appropriatio ns of $20 million annually 
through FY2024.  (7 U.S.C. §1926e; P.L. 118 -22) Increases the income threshold for an eligible individual 
from 60% to 80% of the median nonmetropolitan 
household income . Allows funding to be used for water 
quality testing for individual water wells and technical 
assistance to help eligible individuals i nstall or replace 
household water systems, interpret water test results, 
and address groundwater contamination. Sets loan 
interest rates at 1% and terms of not more than 20 
years. Increases maximum subgrant and loan amounts 
from $15,000 to $20,000. Reautho rizes appropriations 
at current levels through FY2029. (§640 7) 
Loans to private business enterprises. Authorizes 
USDA to make loans, insure loans, and guarantee loans 
for projects that support rural businesses and  
communities,  including projects that impr ove the 
economic and environmental climate, aquaculture 
projects, and  projects that  develop renewable energy 
systems. Authorizes USDA to make solid waste 
management grants. (7 U.S.C. §1932(a))  Authorizes USDA to make loans, insure loans, and",
220,"[-0.1042913   0.3303045  -0.38481471 ... -0.55324715 -0.47274947
  0.28925318]","systems. Authorizes USDA to make solid waste 
management grants. (7 U.S.C. §1932(a))  Authorizes USDA to make loans, insure loans, and 
guarantee loan s for expanding the  adoption of precision 
agriculture technology  to “promote best practices, 
reduce costs, and improve the environment .” (§640 8) 
Solid waste management grants.  Authorizes 
USDA to make grants to nonprofit organizations to 
provide technical assistance to local governments, 
regional government s, and related agencies to help 
reduce or eliminate water pollution and manage solid 
waste disposal facilities. Authorizes appropriations of 
$10 million annually  through FY2024.  (7 U.S.C. 
§1932(b); P.L. 118 -22) Adds Indian tribes as one of the entities for which 
nonprofit organization s can provide technical 
assistance. Reauthorizes appropriations at current 
levels through FY2029.  (§640 9) 
Rural business development grants.  Authorizes 
appropriations of $65 million annually  through FY2024. 
(7 U.S.C. §1932(c)(4)(A); P.L. 118 -22) Reauthor izes appropriations at current levels through 
FY2029.  (§6410) 
Rural cooperative development grants. 
Authorizes USDA to issue  one-year grants to eligible 
nonprofit organizations  to establish centers for rural 
cooperative development.  Allows USDA to award 
grants of up to three  years if the applicant has 
successfully met the requirements of the program. 
Prioritizes funding for applicants that commit to 
providing technical assistance to underserved and 
economically distressed areas in rural areas. Esta blishes 
an interagency working group to foster cooperative 
development. Authorizes appropriations of $40 million 
annually through FY2024.  (7 U.S.C. §1932(e) ; P.L. 
118-22) Adds committing to serve socially vulnerable 
communities in rural areas as one of the priority 
funding requirements. Allows USDA to award renewals 
for applicants that meet certain conditions. Requires",
