ID,Embedding,Document,Metadata
76,"[ 0.14551681  0.63144231  0.01957672 ... -0.83153468 -0.10468957
 -0.12615424]","• state offices, including the Arizona Department of Housing, California Department of Housing and Community Development, New Mexico 
Department of Finance and Administration, and the Texas 
Department of Agriculture; 
• local government officials, including officials from Arizona in Pinal County, Nogales, Yuma, and Bisbee; from California in Imperial County; from New Mexico in the Southwest New Mexico Council of 
Governments and Grant and Luna Counties; and from Texas in 
Cameron, Hidalgo, and El Paso Counties; and  
• representatives from national and local nonprofit organizations such as the Council of State Community Development Agencies, the Housing Assistance Council, and the Rural Community Assistance Appendix I: Objectives, Scope, and 
Methodology",
77,"[ 0.08710822  0.49660611  0.22450855 ... -0.44289285 -0.29185623
  0.07780194]","[Extract from GAO_PDF_20241020_220257.pdf - Page 55]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 50  GAO -24-106732  Colonias Communities  Partnership, and representatives from Proyecto Azteca who work in 
colonias.  
For our first objective, we performed a geographic analysis of local and 
national -level data sets. Specifically, to identify the geographic location of 
colonias, we analyzed HUD geospatial data as of 2010, which were the 
most recent available data.1 Similar geospatial data were not available for 
colonias eligible for assistance through USDA programs. The dataset 
from HUD included XY coordinates of these colonias but did not include 
the specific boundaries of these communities . We verified these data 
through interviews with HUD officials and corroboration of locations with 
data from the University of New Mexico. Due to these limitations, we used 
these data to identify the census tracts in which colonias were located, 
and we used these census tracts as our geographic unit of analysis (i.e., 
areas with colonias) (see fig. 17).  
 
 
 
1HUD officials told us they collected these data from the relevant state agencies in 
Arizona, California, New Mexico, and Texas in 2009 and 2010. Officials said this dataset 
would not reflect any communities that were designated as colonias in these states after 2010.",
78,"[ 0.16150406  0.55690712  0.04336605 ... -0.23466398 -0.66657579
 -0.19699319]","[Extract from GAO_PDF_20241020_220257.pdf - Page 56]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 51 GAO -24-106732  Colonias Communities  Figure 17: Groups of Census Tracts Used as Units of Analysis  
 
aAreas with colonias are census tracts that contain one or more colonias included in Department of 
Housing and Urban Development or University of New Mexico data as of 2010. 
bOther border regions are census tracts within 150 miles of the U.S.-Mexico border in each state that 
do not contain one or more colonias, as identified in Department of Housing and Urban Development 
or University of New Mexico data as of 2010. 
cThis figure reflects the location of colonias included in Department of Housing and Urban 
Development or University of New Mexico data as of 2010. 
 
To describe economic and housing conditions in areas with colonias, we 
analyzed data from the Census Bureau’ s American Community Survey 
2017– 2021 5-year estimates. We also analyzed these data for the other 
border regions in each state and the state overall to provide context for 
our analysis.2 
Because the American Community Survey is an ongoing survey based on 
a probability sample, we accounted for sampling error associated with 
these survey estimates by using the standard errors provided with these estimates. When deriving new estimates based on American Community 
Survey estimates —such as by combining census -tract-level estimates or 
obtaining percentages or ratios of estimates —we obtained the standard 
 
2Other border regions included census tracts in each state that were within 150 miles of 
the U.S. -Mexico border, were not located within a metropolitan statistical area whose 
population exceeded 1 million, and did not contain any colonias.",
79,"[-0.09448585  1.05113268  0.54243344 ...  0.1947818  -0.27280998
 -0.08044945]","[Extract from GAO_PDF_20241020_220257.pdf - Page 57]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 52  GAO -24-106732  Colonias Communities  errors in one of two ways. We used American Community Survey 
variance replicate tables  when they were available, and otherwise we 
used American Community Survey approximation methodology. To 
determine whether estimates differed, we conducted statistical tests at 
the 95 percent confidence level based on each estimate’ s standard error. 
To analyze exposure to natural hazards in areas with colonias, we 
selected four of the seven natural hazards identified in a prior GAO report 
as being likely to be exacerbated by climate change in the United States.3 
The four hazards are heat, wildfires, flooding, and storm surges from 
hurricanes.4 
For our selected hazards, we used national -level data from federal 
agencies that we determined to be the most appropriate.5 Data sources 
for each of the hazards we analyzed are as follows: 
• Heat. To analyze exposure to heat, we used data from the fourth 
National Climate Assessment on the projected annual exposure to 
maximum temperatures in the midcentury (i.e., 2036– 2065).6 
 
3GAO, Nuclear Power Plants: NRC Should Take Actions to Fully Consider the Potential 
Effects of Climate Change, GAO -24-106326  (Washington, D.C.: Apr. 2, 2023). To identify 
and select national -level datasets in this report, we used information from the fourth 
National Climate Assessment. The fifth National Climate Assessment was released on 
Nov. 14, 2023, after we had obtained and analyzed the hazard datasets. We reviewed 
relevant sections from the fifth National Climate Assessment and did not identify major 
differences in the predicted or projected trends for the selected natural hazards. U.S. 
Global Change Research Program, Fifth National Climate Assessment  (Washington, D.C.: 
2023), and Fourth National Climate Assessment  (Washington, D.C.: 2018 ). 
4The three natural hazards we excluded from our analysis were cold, sea level rise, and",
80,"[-0.14254552  0.98242646  0.36605343 ...  0.0545726  -0.04276444
 -0.29993123]","2023), and Fourth National Climate Assessment  (Washington, D.C.: 2018 ). 
4The three natural hazards we excluded from our analysis were cold, sea level rise, and 
drought. We did not analyze data on (1) cold because the National Climate Assessment stated that the areas with colonias either already had or will see a reduction in ex treme 
cold events, so we chose to focus our analysis on heat; (2) sea level rise because a 
relatively small percentage of the areas with colonias are coastal; and (3) drought 
because we were unable to identify national -level geospatial data that were both relevant 
to areas with colonias and sufficiently reliable for our purposes.  
5To identify the best available federal -level hazard data, we relied on a prior GAO report.  
6Specifically, we analyzed the projected change in the annual number of days with a 
maximum temperature greater than 90 degrees Fahrenheit. These projections are based on both low - and high-emission scenarios that incorporate different assumptions about 
future reductions in greenhouse gas emissions.",
81,"[-0.15839976  1.01736236  0.64652103 ...  0.36012778 -0.31244719
 -0.00271226]","[Extract from GAO_PDF_20241020_220257.pdf - Page 58]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 53  GAO -24-106732  Colonias Communities  • Wildfire. To analyze exposure to wildfire hazard, we used 2023 
Wildfire Hazard Potential data from the U.S. Forest Service.7 For 
reporting purposes, we grouped wildfire hazard potential into two 
categories: medium and high/very high.8 
• Flooding. To analyze exposure to flood hazard, we used 2023 data 
from the Federal Emergency Management Agency ’s National Flood 
Hazard Layer. For reporting purposes, a census tract is at high risk if it intersects with a 100-year flood plain and medium risk if it intersects 
with a 500-year flood plain. We did not assess flood risk in some 
tracts because we found that they did not intersect with any flood hazard data, which meant we could not assess their flood risk. These 
tracts included five in New Mexico ( because 90 percent of these tracts 
did not have flood plain data) and all tracts in Texas (because over 50 
percent of tracts in Texas did not intersect with any flood hazard 
areas). 
• Hurricane storm surge. To analyze exposure to hurricane storm 
surge, we used 2022 data from the National Oceanic and Atmospheric Administration’ s Sea, Lake, and Overland Surges from 
Hurricanes model. For reporting purposes, we grouped hurricane risk 
into two categories: at risk and not at risk.  
We assessed the reliability of the fourth National Climate Assessment 
climate projections data we used to analyze heat exposure by (1) 
interviewing National Oceanographic and Atmospheric Administration 
officials knowledgeable about the data and (2) reviewing existing information about the data and the system that produced them. We 
determined the data to be reliable for our purposes. 
To assess the reliability of the Federal Emergency Management Agency ’s 
National Flood Hazard Layer, the National Oceanographic and 
Atmospheric Administration’ s data on Sea, Lake, and Overland Surges 
from Hurricanes, and the U.S. Forest Service’ s Wildfire Hazard Potential",
82,"[-0.09937491  0.90080333  0.59335953 ...  0.322835    0.29230821
 -0.10608781]","Atmospheric Administration’ s data on Sea, Lake, and Overland Surges 
from Hurricanes, and the U.S. Forest Service’ s Wildfire Hazard Potential 
data, we reviewed a prior GAO data reliability assessment for a report 
using the same data.
9 We determined the data to be reliable for the 
purpose of describing the risk of heat, wildfire, flooding, and hurricane 
 
7The primary intended use of the data on wildfire potential is to identify priority areas 
where wildfire may be difficult to contain. The data do not explicitly show wildfire threat or 
risk. 
8“High” and “very high” wildfire hazard potentials correspond to areas at the 85 percentile 
or greater of wildfire hazard potential.  
9GAO -24-106326.",
83,"[-3.70632857e-04  6.96759522e-01  2.45568156e-01 ...  4.12724018e-02
 -1.19836420e-01  2.43208766e-01]","[Extract from GAO_PDF_20241020_220257.pdf - Page 59]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 54  GAO -24-106732  Colonias Communities  storm surge to areas with colonias. Then, through interviews and email 
correspondence with officials from the National Oceanographic and 
Atmospheric Administration, the Federal Emergency Management 
Agency, and the U.S. Forest Service, we ensured that these data 
remained appropriate and reliable, considering any subsequent updates 
or changes made to the data. 
To describe the conditions of water and wastewater infrastructure in 
colonias, we reviewed academic literature and government reports. To 
identify existing literature and reports, we conducted searches of various 
databases, such as ProQuest, EBSCO, Scopus, and Dialog, for studies 
describing access to water and wastewater infrastructure in colonias 
published in the previous 10 years. A GAO methodologist reviewed 
methodologies of selected studies to assess the overall quality of the 
studies ’ findings. 
For our second objective, we reviewed relevant literature, laws and regulations, and agency materials to identify federal programs that 
provided assistance to communities with colonias. We reviewed materials 
from 14 agencies, including EPA, the Federal Housing Finance Agency, and the Department of the Treasury. We then established and applied 
criteria to determine which programs provided targeted assistance to 
colonias. Our criteria required that programs had to set aside a portion of funding for projects i n colonias or prioritize funding to projects in 
colonias.
10 The programs had to be active in all four border states 
between fiscal years 2020 and 2023. For each targeted program, we then 
analyzed legislation, agency regulations, and agency documentation on 
how funds can be used and program eligibility requirements . In appendix 
III, we describe federal programs with special features that may benefit 
colonias ; these programs met some but not all of our criteria for  targeted 
funding.  
From HUD and USDA, we obtained data on annual obligations to 
colonias from fiscal years 2020 through 2023 for each of the five targeted programs we identified. We assessed the reliability of the data by",
84,"[ 0.10407521  0.4034448   0.01516013 ... -0.27184367  0.34569395
 -0.07803982]","funding.  
From HUD and USDA, we obtained data on annual obligations to 
colonias from fiscal years 2020 through 2023 for each of the five targeted programs we identified. We assessed the reliability of the data by 
reviewing relevant documentation, interviewing knowledgeable agency 
officials, and performing manual data testing. We determined the data from HUD ’s Community Development Block Grant program and USDA ’s 
 
10Funding may be prioritized to colonias by requiring the agency to review and process 
applications for projects to colonias before other applications or by adding additional 
points for application scoring to projects from colonias.",
85,"[ 0.10701218  0.62470138  0.0280716  ... -0.32399893  0.25773785
 -0.03657221]","[Extract from GAO_PDF_20241020_220257.pdf - Page 60]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 55  GAO -24-106732  Colonias Communities  Water and Environmental programs were sufficiently reliable for the 
purpose of describing obligations for targeted programs. 
In response to our follow -up questions, USDA officials determined that 
the initial Single Family Housing program obligation data they provided to 
us from their origination system were unreliable, as discussed in this 
report. Subsequently, USDA estimated obligations to colonias by 
comparing digital maps of areas with colonias to the addresses of loan and grant recipients. We determined the estimated Single Family Housing 
program data were sufficiently reliable for the purpose of describing 
obligations to col onias. In addition, due to data reliability concerns, we 
assessed USDA Single Family Housing processes to identify and track 
data against statutory and agency requirements, such as USDA ’s 
Strategic Plan for Fiscal Years 2022– 2026.
11 
In addition, we also obtained data from HUD, USDA, and EPA on 
Congressionally Directed Funding and Community Project Funding to 
colonias (described in app. III).12 HUD provided data on Congressionally 
Directed Funding/Community Project Funding to counties with colonias, 
and USDA and EPA provided data on funding specifically to colonias. We 
determined the Congressionally Directed Funding and Community Project 
Funding data from HUD, EPA, and USDA were sufficiently reliable for the 
purpose of describing this funding.  
For our third objective, we reviewed relevant literature and interviewed the parties described above. To determine the potential effect of 
population changes on communities ’ eligibility for targeted programs, we 
reviewed the s tatutory eligibility requirements for colonias for HUD and 
USDA programs, analyzed geographic data from HUD on the 
communities that, according to HUD, are currently eligible as colonias 
under its definition, and reviewed relevant legislation. We discussed 
federal efforts to mitigate challenges to obtaining funding during the 
interviews described above. 
 
11U.S. Department of Agriculture, Strategic Plan Fiscal Years 2022– 2026 (Washington,",
86,"[ 0.44819912  0.17836505 -0.35510388 ... -0.35616383 -0.07700269
  0.41659769]","federal efforts to mitigate challenges to obtaining funding during the 
interviews described above. 
 
11U.S. Department of Agriculture, Strategic Plan Fiscal Years 2022– 2026 (Washington, 
D.C.: March 2022).  
12As part of the fiscal year 2022 and 2023 appropriations processes, Members of 
Congress could request provisions designating an amount of funds to a particular 
recipient —such as a local government or nonprofit organization—for a specific project. 
These prov isions are called “ Congressionally Directed Spending” in the U.S. Senate and 
“Community Project Funding” in the House of Representatives.",
87,"[-0.14561859  0.060327    0.35942841 ... -0.16733856 -0.26556748
 -0.24549362]","[Extract from GAO_PDF_20241020_220257.pdf - Page 61]
 
Appendix I: Objectives, Scope, and Methodology  
    
Page 56  GAO -24-106732  Colonias Communities  We conducted this performance audit from March 2023 to September 
2024 in accordance with generally accepted government auditing 
standards. Those standards require that we plan and perform the audit to 
obtain sufficient, appropriate evidence to provide a reasonable basis for 
our findings and conclusions based on our audit objectives. We believe 
that the evidence obtained provides a reasonable basis for our findings and conclusions based on our audit objectives.  

[Extract from GAO_PDF_20241020_220257.pdf - Page 62]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 57 GAO -24-106732  Colonias Communities  This appendix provides information on selected characteristics of colonias 
and areas with colonias in Arizona, California, New Mexico, and Texas (see figs. 18 –21).  Appendix II: Selected Characteristics of 
Colonias and Areas with Colonias in Each of 
the Four Border States  

[Extract from GAO_PDF_20241020_220257.pdf - Page 63]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 58 GAO -24-106732  Colonias Communities  Figure 18: Selected Characteristics of Colonias and Areas with Colonias in Arizona 
 
Totals may not equal 100 percent due to rounding. 
aThis figure reflects the location of colonias included in HUD data as of 2010.",
88,"[ 0.10656257  0.40339985  0.55229628 ... -0.28678548 -0.01496997
 -0.16535708]","[Extract from GAO_PDF_20241020_220257.pdf - Page 64]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 59  GAO -24-106732  Colonias Communities  bWe did not include the amount of targeted assistance provided to colonias through USDA ’s Single 
Family Housing programs because we found that USDA ’s records for actual obligations to colonias 
were not reliable. 
cAreas with colonias are census tracts that contain one or more colonias included in HUD data of 
2010.  
dOther border regions are census tracts within 150 miles of the U.S.- Mexico border that do not 
contain one or more colonias, as identified in HUD data as of 2010.  
eWe defined overcrowding as more than one person per room.  

[Extract from GAO_PDF_20241020_220257.pdf - Page 65]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 60 GAO -24-106732  Colonias Communities  Figure 19: Selected Characteristics of Colonias and Areas with Colonias in California 
 
Totals may not equal 100 percent due to rounding. 
aThis figure reflects the location of colonias included in HUD data as of 2010.",
89,"[ 0.11988816  0.43097422  0.40214059 ... -0.24806365 -0.3453128
 -0.13140017]","[Extract from GAO_PDF_20241020_220257.pdf - Page 66]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 61  GAO -24-106732  Colonias Communities  bWe did not include the amount of targeted assistance provided to colonias through USDA ’s Single 
Family Housing programs because we found that USDA ’s records for actual obligations to colonias 
were not reliable. 
cAreas with colonias are census tracts that contain one or more colonias included in HUD data as of 
2010.  
dOther border regions are census tracts within 150 miles of the U.S.- Mexico border that do not 
contain one or more colonias, as identified in HUD data as of 2010.  
eWe defined overcrowding as more than one person per room.  

[Extract from GAO_PDF_20241020_220257.pdf - Page 67]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 62 GAO -24-106732  Colonias Communities  Figure 20: Selected Characteristics of Colonias and Areas with Colonias in New Mexico  
 
Totals may not equal 100 percent due to rounding. 
aThis figure reflects the location of colonias included in HUD or University of New Mexico data as of 
2010.",
90,"[-0.02790867  0.50203085  0.43045163 ... -0.26552728 -0.23863463
 -0.16882938]","[Extract from GAO_PDF_20241020_220257.pdf - Page 68]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 63  GAO -24-106732  Colonias Communities  bWe did not include the amount of targeted assistance provided to colonias through USDA ’s Single 
Family Housing programs because we found that USDA ’s records for actual obligations to colonias 
are not reliable. 
cAreas with colonias are census tracts that contain one or more colonias included in HUD or 
University of New Mexico data as of 2010.  
dOther border regions are census tracts within 150 miles of the U.S.- Mexico border that do not 
contain one or more colonias, as identified in HUD or University of New Mexico data as of 2010.  
eWe excluded five census tracts with colonias that did not intersect with any flood hazard data, which 
meant we could not assess their flood risk. 
fWe defined overcrowding as more than one person per room.  

[Extract from GAO_PDF_20241020_220257.pdf - Page 69]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 64 GAO -24-106732  Colonias Communities  Figure 21: Selected Characteristics of Colonias and Areas with Colonias in Texas  
 
Totals may not equal 100 percent due to rounding. 
aThis figure reflects the location of colonias included in HUD data as of 2010.",
91,"[-0.1446088   0.61165637  0.40154126 ... -0.17421977 -0.21807909
 -0.3285093 ]","[Extract from GAO_PDF_20241020_220257.pdf - Page 70]
 
Appendix II: Selected Characteristics of Colonias and Areas with Colonias in Each of the Four Border States  
    
Page 65  GAO -24-106732  Colonias Communities  bWe did not include the amount of targeted assistance provided to colonias through USDA ’s Single 
Family Housing programs because we found that USDA ’s records for actual obligations to colonias 
are not reliable. 
cAreas with colonias are census tracts that contain one or more colonias included in HUD data as of 
2010.  
dOther border regions are census tracts within 150 miles of the U.S.- Mexico border that do not 
contain one or more colonias, as identified in HUD data as of 2010.  
eWe did not assess flood risk in Texas because over 50 percent of census tracts with colonias in 
Texas did not intersect with any flood hazard areas, which meant we could not assess their flood risk. 
fWe defined overcrowding as more than one person per room.",
92,"[ 0.51886559  0.35473317 -0.19788696 ... -0.085574    0.26867536
  0.05176485]","[Extract from GAO_PDF_20241020_220257.pdf - Page 71]
 
Appendix III: Other Federal Programs That May Assist Colonias  
    
Page 66 GAO -24-106732  Colonias Communities  This appendix describes federal assistance to colonias through 
Congressionally Directed Spending or Community Project Funding, as well as through programs with special features that benefit colonias and programs reported to be useful for colonias.  
In fiscal years 2022 and 2023, according to agency data, Congressionally 
Directed Spending or Community Project Funding provided $91 million for 
grants to areas with colonias.
1 These grants were administered by the 
Environmental Protection Agency, the Department of Housing and Urban 
Development, and the U.S. Department of Agriculture (USDA). Grants ranged from about $100,000 to $4 million for projects that included water 
and wastewater improvements, home improvements, and community 
development. 
Table 6 lists federal programs with special features for colonias or certain 
communities that include colonias.
2 These features may include 
prioritizing colonia projects in competitive applications or reserving a 
portion of funding for technical assistance to colonias. All the identified 
programs with these characteristics are USDA programs. According to USDA officials, between fiscal years 2020 through 2023, the Circuit Rider 
Program provided technical assistance to colonias. The Regional Food 
Business Centers program was launched in 2022. The Broadband Technical Assistance and ReConnect Loan and Grant Program 
introduced special features for colonias in fiscal year 2023. The Farm 
Labor Housing Program (Section 514 ), Rural Housing Site Loans (Section 
524), and Rural Rental Housing New Construction Program (Section 515)  
did not award funding to colonias during this period, according to USDA information. 
 
1As part of the fiscal year 2022 and 2023 appropriations processes, Members of Congress 
could request provisions designating an amount of funds to a particular recipient —such as 
a local government or nonprofit organization —for a specific project. These provisions are 
called “Congressionally Directed Spending” in the U.S. Senate and “Community Project",
93,"[ 0.2460769   0.24353656 -0.50226086 ...  0.14654638  0.16300187
  0.52238232]","a local government or nonprofit organization —for a specific project. These provisions are 
called “Congressionally Directed Spending” in the U.S. Senate and “Community Project 
Funding” in the House of Representatives. GAO,  Tracking The Funds: Agencies Have 
Begun Executing FY 2022 Community Project Funding/Congressionally Directed 
Spending,  GAO-23-106318 (Washington, D.C.: Sept. 28, 2023).  
2Table 6 does not include five programs that provided targeted assistance to colonias that 
were the focus of this report: the Department of Housing and Urban Development ’s 
Community Development Block Grant program and USDA ’s Water and Waste Facility 
Loans and Grants to Alleviate Health Risks; Individual Water and Wastewater Grants; Direct Home Loans; and Home Repair Loans and Grants.  Appendix III: Other Federal Programs That 
May Assist Colonias 
Congressionally 
Directed 
Spending/Community 
Project Funding  
Programs with 
Special Features for 
Colonias",
94,"[ 0.45400998  0.19474442 -0.25794718 ...  0.12572902  0.35170814
 -0.01548274]","[Extract from GAO_PDF_20241020_220257.pdf - Page 72]
 
Appendix III: Other Federal Programs That May Assist Colonias  
    
Page 67 GAO -24-106732  Colonias Communities  Table 6: USDA Programs with Special Features for Colonias 
Program  Program description  Assistance for colonias  
Broadband Technical Assistance  Provides funding to eligible entities to 
receive or deliver broadband technical 
assistance and training, and to support the development and expansion of broadband cooperatives.  According to the agency, project applicants 
receive additional points in a competitive application process for projects benefiting certain communities, including colonias.  
Circuit Rider Program Technical Assistance 
for Rural Water Systems  Provides technical assistance to rural water 
systems that are experiencing operational, financial, or managerial issues.  Ten percent of technical assistance is 
reserved for certain communities, including colonias.  
Farm Labor Housing Program (Section 
514)  Provides loans and grants to nonprofit 
organizations and state, local, and tribal 
governments for financing farm labor 
housing.  There is a 5 percent set -aside and funding 
preference for colonias per 42 U.S.C. § 1479 (f)(4).  
ReConnect Loan and Grant Program  Provides loans and grants for the 
construction, improvement, or acquisition of facilities and equipment needed to provide broadband service in eligible rural areas.  A 100 percent grant with no match 
requirement is available to projects benefiting certain communities, including colonias.  
Regional Food Business Centers  Supports food producers by providing 
localized assistance to access a variety of markets, including linking producers to wholesalers and distributors.  Colonias were identified by USDA as a 
high-priority area for service as part of Regional Food Center selection.  
Rural Housing Site Loans (Section 524)  Loans to nonprofit organizations to acquire 
and develop sites for low - or moderate-
income families.  There is a 5 percent set -aside and funding 
preference for colonias per 42 U.S.C. § 1479(f)(4).  
Rural Rental Housing (Section 515)  Offers direct loans to eligible borrowers to",
95,"[ 0.46716282  0.44173813  0.01592697 ...  0.00104453  0.28144082
 -0.37706223]","preference for colonias per 42 U.S.C. § 1479(f)(4).  
Rural Rental Housing (Section 515)  Offers direct loans to eligible borrowers to 
provide affordable housing and related 
facilities for low - and moderate -income 
households, elderly households, and 
persons with disabilities living in rural areas.  There is a 5 percent set -aside and funding 
preference for colonias per 42 U.S.C. § 1479(f)(4).  
Source: GAO analysis of U.S. Department of Agriculture (USDA) information.   |  GAO -24-106732  
 
Table 7 lists federal programs that do not target colonias through funding 
or special features but were identified in interviews with state or local 
government officials and nonprofit representatives as being useful to 
colonias.3 
 
3The Coronavirus State and Local Fiscal Recovery Funds program, authorized by the 
American Rescue Plan Act of 2021, Pub. L. No. 117- 2, 135 Stat. 4, 223-228, was also 
noted as helpful to colonias by local government representatives from Texas and Arizona. 
We did not include it on our list because it was a one-time funding program. In addition, 
the Department of Housing and Urban Development provides information on programs for 
residents of colonias on its website at  https://www.hud.gov/groups/hudprograms .  Federal Programs 
That May Be Useful 
for Colonias",
96,"[ 0.11185641  0.36705649  0.01455332 ... -0.09381376  0.08841029
  0.1550965 ]","[Extract from GAO_PDF_20241020_220257.pdf - Page 73]
 
Appendix III: Other Federal Programs That May Assist Colonias  
    
Page 68 GAO -24-106732  Colonias Communities  Table 7: Selected Federal Programs Useful to Colonias  
Agency  Program  Program Description  
Environmental Protection Agency  U.S.-Mexico Border Water Infrastructure 
Grant Program  This binational program provides grants to water 
and wastewater facilities within 62 miles of the 
border. Most funds are allotted to the North American Development Bank to implement project development activities and construction.  
U.S. Department of Agriculture  Emergency and Imminent Community Water 
Assistance Grants This program helps eligible communities prepare 
for an imminent emergency or recover from an 
emergency that threatens the availability of safe, reliable drinking water.  
Section 523 Rural Housing Site Loan 
program  Section 523 loans are used to acquire and 
develop sites for housing to be constructed using the Self -Help method, in which families build 
each other’s homes . 
Department of Housing and Urban 
Development  HOME Investment Partnerships Program  This program provides formula grants  to state 
and local governments to produce and maintain affordable rental and homeownership housing 
and provides tenant -based rental assistance for 
low-income households.  
Source: GAO analysis of Department of Housing and Urban Development, Environmental Protection Agency, and U.S. Department of Agriculture information.   |  GAO- 24-106732",
97,"[-0.04338059  0.17169699  0.0215033  ...  0.00334849  0.24611768
 -0.01974962]","[Extract from GAO_PDF_20241020_220257.pdf - Page 74]
 
Appendix IV: GAO Contact and Staff Acknowledgments  
    
Page 69 GAO -24-106732  Colonias Communities  Jill Naamane at (202) 512-8678 or naamanej@gao.gov . 
In addition to the contact above, Lisa Moore (Assistant Director), Robert 
Lowthian (Analyst in Charge), Lauren Capitini, Breanne Cave, Amor 
Chambers, Colleen Moffatt Kimer, Jill Lacey, Moira Lenox, Grant Mallie, John Mingus, Marc Molino, Bryan Riccardi, and Jennifer Schwartz made key contributions to this report. 
 Appendix IV: GAO Contact and Staff 
Acknowledgments  
GAO Contact  
Staff 
Acknowledgments",
98,"[-0.25748554 -0.40808585 -0.59967065 ...  0.29784983 -0.07528108
  0.8880952 ]","[Extract from GAO_PDF_20241020_220257.pdf - Page 76]
 
   
  
The Government Accountability Office, the audit, evaluation, and investigative 
arm of Congress, exists to support Congress in meeting its constitutional 
responsibilities and to help improve the performance and accountability of the 
federal government for the American people. GAO examines the use of public funds; evaluates federal programs and policies; and provides analyses, 
recommendations, and other assistance to help Congress make informed 
oversight, policy, and funding decisions. GAO’s commitment to good government is reflected in its core values of accountability, integrity, and reliability.  
The fastest and easiest way to obtain copies of GAO documents at no cost is through our website. Each weekday afternoon, GAO posts on its website newly 
released reports, testimony, and correspondence. You can also subscribe to 
GAO’s email updates to receive notification of newly posted products.  
The price of each GAO publication reflects GAO’s actual cost of production and 
distribution and depends on the number of pages in the publication and whether 
the publication is printed in color or black and white. Pricing and ordering 
information is posted on GAO’s website, https://www.gao.gov/ordering.htm .  
Place orders by calling (202) 512 -6000, toll free (866 ) 801-7077, or  
TDD (202) 512- 2537. 
Orders may be paid for using American Express, Discover Card, MasterC ard, 
Visa, check , or money order. Call for additional information.  
Connect with GAO on Facebook , Flickr , Twitter , and YouTube. 
Subscribe to our RSS Feeds  or Email Updates . Listen to our  Podcasts . 
Visit GAO on the web at https://www.gao.gov . 
Contact  FraudNet:  
Website:
 https://www.gao.gov/about/what -gao-does/fraudnet  
Automated answering system: (800) 424- 5454 or (202) 512 -7700",
99,"[-0.47346085 -0.65404189 -0.82168555 ... -0.22136623  0.06366549
  0.53921801]","Website:
 https://www.gao.gov/about/what -gao-does/fraudnet  
Automated answering system: (800) 424- 5454 or (202) 512 -7700  
A. Nicole  Clowers , Managing Director, ClowersA@gao.gov , (202) 512- 4400, U.S. 
Government Accountability Office, 441 G Street NW, Room 7125, Washington, DC 20548 
Sarah Kaczmarek, Acting Managing Director, KaczmarekS@gao.gov , (202) 512 -
4800, U.S. Government Accountability Office, 441 G Street NW, Room 7149  
Washington, DC 20548  
Stephen J. Sanford, Managing Director , spel@gao.gov , (202) 512 -4707  
U.S. Government Accountability Office, 441 G Street NW, Room 7814, 
Washington, DC 20548  GAO’s Mission  
Obtaining Copies of 
GAO Reports  and 
Testimony  
Order by Phone  
Connect with GAO  
To Report Fraud, 
Waste, and Abuse  in 
Federal Programs  
Congressional 
Relations  
Public Affairs  
Strategic Planning and 
External Liaison  
Please P rint on Recycled Paper.",
100,"[-0.0039148   0.15193079 -0.13659003 ... -0.27730644  0.02108227
 -0.14386559]","[Extract from GAO_PDF_20241020_220257.pdf

Page 37]",
101,"[-0.01521034  0.4024404  -0.20256661 ... -0.30359566  0.06392488
 -0.16675572]","Page 37]

Page 32 GAO -24-106732  Colonias Communities  USDA digitally compared maps of areas where colonias are located with loan and grant recipient addresses. Table 4: Estimated Annual Obligations to Colonia Residents from Selected USDA Single Family Housing Programs, Fiscal Years 2020– 2023 Program  Annual obligations 2020  2021  2022  2023 Direct Home Loans   $16,501,337   $19,657,745   $33,383,802   $25,723,481 Home Repair Loans and Grants   $2,032,341   $1,662,298   $2,164,116   $2,125,919 Source: GAO analysis of U.S. Department of Agriculture (USDA) data.   |  GAO- 24-106732",
